first_day,sensor_id,sensor_file,file_url,sensor_type,location,lat,lon,timestamp,pressure,altitude,pressure_sealevel,temperature,humidity,P1,durP1,ratioP1,P2,durP2,ratioP2,P0
2019-01-01,10090,2019-01-01_sds011_sensor_10090.csv,http://archive.luftdaten.info/2019-01-01/2019-01-01_sds011_sensor_10090.csv,SDS011,5084,51.387,6.779,2019-01-01T00:00:28Z,NA,NA,NA,NA,NA,76,NA,NA,63.2,NA,NA,NA
2019-01-01,10092,2019-01-01_sds011_sensor_10092.csv,http://archive.luftdaten.info/2019-01-01/2019-01-01_sds011_sensor_10092.csv,SDS011,5085,48.092,11.485,2019-01-01T00:00:45Z,NA,NA,NA,NA,NA,215.87,NA,NA,129.87,NA,NA,NA
2019-01-01,10096,2019-01-01_sds011_sensor_10096.csv,http://archive.luftdaten.info/2019-01-01/2019-01-01_sds011_sensor_10096.csv,SDS011,5087,42.662,23.465,2019-01-01T00:00:56Z,NA,NA,NA,NA,NA,72.87,NA,NA,47.4,NA,NA,NA
2019-01-01,10098,2019-01-01_sds011_sensor_10098.csv,http://archive.luftdaten.info/2019-01-01/2019-01-01_sds011_sensor_10098.csv,SDS011,5089,42.656,23.374,2019-01-01T00:02:13Z,NA,NA,NA,NA,NA,73.37,NA,NA,42.27,NA,NA,NA
2019-01-01,1010,2019-01-01_sds011_sensor_1010.csv,http://archive.luftdaten.info/2019-01-01/2019-01-01_sds011_sensor_1010.csv,SDS011,494,48.744,10.107,2019-01-01T00:01:47Z,NA,NA,NA,NA,NA,26.4,NA,NA,12.7,NA,NA,NA
2019-01-01,10100,2019-01-01_sds011_sensor_10100.csv,http://archive.luftdaten.info/2019-01-01/2019-01-01_sds011_sensor_10100.csv,SDS011,5090,51.258,4.436,2019-01-01T00:01:41Z,NA,NA,NA,NA,NA,38.93,NA,NA,20.77,NA,NA,NA
2019-01-01,10102,2019-01-01_sds011_sensor_10102.csv,http://archive.luftdaten.info/2019-01-01/2019-01-01_sds011_sensor_10102.csv,SDS011,5091,53.892,11.468,2019-01-01T00:00:00Z,NA,NA,NA,NA,NA,16.4,NA,NA,10.23,NA,NA,NA
2019-01-01,10104,2019-01-01_sds011_sensor_10104.csv,http://archive.luftdaten.info/2019-01-01/2019-01-01_sds011_sensor_10104.csv,SDS011,5092,53.09,7.569,2019-01-01T00:01:07Z,NA,NA,NA,NA,NA,24.57,NA,NA,15.97,NA,NA,NA
2019-01-01,10110,2019-01-01_sds011_sensor_10110.csv,http://archive.luftdaten.info/2019-01-01/2019-01-01_sds011_sensor_10110.csv,SDS011,5095,49.797,9.935,2019-01-01T00:00:37Z,NA,NA,NA,NA,NA,107.37,NA,NA,88.97,NA,NA,NA
2019-01-01,10112,2019-01-01_sds011_sensor_10112.csv,http://archive.luftdaten.info/2019-01-01/2019-01-01_sds011_sensor_10112.csv,SDS011,5096,51.364,6.787,2019-01-01T01:54:06Z,NA,NA,NA,NA,NA,99.97,NA,NA,55.67,NA,NA,NA
2019-01-01,10114,2019-01-01_sds011_sensor_10114.csv,http://archive.luftdaten.info/2019-01-01/2019-01-01_sds011_sensor_10114.csv,SDS011,5097,43.26,27.812,2019-01-01T00:04:01Z,NA,NA,NA,NA,NA,34.43,NA,NA,22.77,NA,NA,NA
2019-01-01,10116,2019-01-01_sds011_sensor_10116.csv,http://archive.luftdaten.info/2019-01-01/2019-01-01_sds011_sensor_10116.csv,SDS011,5098,48.792,9.012,2019-01-01T00:01:19Z,NA,NA,NA,NA,NA,457.15,NA,NA,305.1,NA,NA,NA
2019-01-05,10095,2019-01-05_dht22_sensor_10095.csv,http://archive.luftdaten.info/2019-01-05/2019-01-05_dht22_sensor_10095.csv,DHT22,5086,50.83,7.103,2019-01-05T15:35:18Z,NA,NA,NA,6.3,99.9,NA,NA,NA,NA,NA,NA,NA
2019-01-06,10094,2019-01-06_sds011_sensor_10094.csv,http://archive.luftdaten.info/2019-01-06/2019-01-06_sds011_sensor_10094.csv,SDS011,5086,50.83,7.103,2019-01-06T02:59:32Z,NA,NA,NA,NA,NA,6.22,NA,NA,5.72,NA,NA,NA
